nouns,verbs,adjectives,adverbs,pronouns,conjunctions,other
155,106,32,26,26,79,122
216,81,29,23,24,63,170
157,133,42,35,42,90,131
106,63,23,10,18,56,95
101,72,29,20,24,57,95
134,82,43,23,13,73,131
179,109,54,28,18,95,189
119,110,44,21,46,73,134
124,54,20,10,13,43,75
133,81,31,30,40,74,127
88,66,22,25,23,51,86
109,47,22,23,23,48,84
105,71,16,4,34,48,85
164,57,28,19,18,41,106
136,86,21,28,24,65,99
122,80,43,24,36,61,128
145,80,30,22,35,71,118
115,72,33,18,23,63,120
166,108,52,36,35,88,183
107,60,29,12,15,44,66
117,51,19,15,19,57,82
126,77,26,22,20,57,119
93,51,15,10,10,44,81
133,76,17,25,26,59,123
125,106,38,53,50,86,157
101,54,13,19,11,50,96
125,87,35,21,34,76,103
135,92,28,20,21,68,122
115,73,40,29,35,65,93
133,76,18,28,33,55,123
98,61,26,18,19,38,84
100,59,20,24,21,47,94
151,92,39,15,40,65,126
125,73,33,10,34,62,108
103,78,19,22,24,53,92
92,62,8,17,37,52,93
193,107,37,35,26,66,163
118,110,42,14,47,74,133
118,76,29,24,35,55,111
82,39,24,16,19,41,69
107,68,28,31,30,44,105
89,53,25,15,18,47,94
114,64,28,18,21,54,106
151,111,38,41,42,89,146
118,71,32,28,22,58,115
98,60,18,27,24,43,116
108,68,21,18,11,51,82
103,67,18,16,19,50,98
96,108,44,21,61,72,157
134,64,22,22,32,59,119
264,117,55,27,46,127,197
203,147,70,43,40,109,211
122,100,28,34,47,77,130
72,32,7,6,16,27,44
123,87,30,20,28,62,120
126,100,38,17,31,80,130
232,158,71,46,53,142,226
118,42,20,11,15,43,97
95,54,30,15,17,48,104
134,77,21,20,24,79,112
104,70,9,17,15,51,100
61,67,17,8,26,50,79
188,85,30,38,39,100,159
141,106,24,21,38,66,126
133,89,24,18,16,74,111
178,125,53,33,41,92,214
180,105,28,36,32,78,143
135,97,35,22,38,67,126
67,42,16,14,10,36,60
74,58,18,24,16,39,78
144,98,26,23,39,72,152
165,84,43,25,43,77,146
184,126,33,31,43,110,165
104,76,18,17,42,45,88
175,66,24,24,22,42,148
127,72,21,21,27,57,103
113,88,44,33,36,64,143
175,96,57,36,45,88,161
151,116,50,38,42,83,166
141,109,49,23,27,68,138
128,61,27,20,27,45,124
94,77,29,17,32,58,79
123,77,24,20,25,59,73
119,63,19,16,16,40,73
119,107,28,29,50,69,108
141,123,42,38,39,89,150
205,138,56,38,54,105,200
157,95,40,25,30,70,135
204,97,35,22,17,74,156
113,58,31,17,17,56,93
127,73,26,15,14,70,116
181,104,49,28,27,91,148
165,51,32,14,20,58,123
98,60,26,19,13,50,76
112,68,26,18,20,56,100
164,79,30,13,11,65,113
115,99,42,29,45,79,111
186,129,49,32,50,94,191
131,90,28,20,26,68,117
79,49,20,11,22,36,76
105,67,27,20,27,54,96
96,77,27,25,32,48,94
100,56,27,23,28,49,118
112,80,23,25,36,66,102
118,60,17,14,11,48,78
116,43,23,11,16,53,68
183,100,41,30,28,99,151
125,77,39,27,24,61,120
149,91,32,21,23,59,130
202,96,38,28,28,57,192
130,90,31,27,31,56,163
158,97,34,41,24,88,168
99,83,26,25,40,53,130
146,87,37,27,27,70,160
112,64,32,21,15,51,113
219,105,40,32,41,64,192
105,74,23,27,25,45,116
130,66,28,25,23,66,105
129,90,36,29,34,78,135
91,56,24,13,20,46,82
115,66,26,17,20,51,84
129,81,31,17,30,52,116
89,62,24,15,16,49,72
107,49,19,17,11,55,72
259,199,97,43,62,167,276
171,105,46,46,35,92,162
138,50,29,14,16,44,102
118,73,20,18,29,50,103
111,88,20,22,26,69,118
103,66,28,17,29,50,94
164,77,20,21,33,48,151
109,81,23,22,28,50,93
185,99,36,22,31,55,168
121,76,39,21,25,44,132
121,71,27,28,30,61,128
137,68,25,25,26,54,95
107,68,20,9,46,52,78
138,93,30,26,38,70,116
154,98,33,18,33,69,130
76,67,24,19,26,46,81
135,75,38,23,28,57,126
203,90,29,19,36,62,194
123,62,25,20,26,47,112
87,90,26,16,40,49,110
112,68,21,24,27,48,88
189,114,43,30,43,59,170
112,79,29,23,31,68,91
95,63,17,29,26,39,123
107,64,33,29,27,51,115
126,59,20,16,18,55,96
188,107,44,29,19,68,157
113,65,22,19,13,51,75
126,64,26,15,14,53,81
107,62,19,18,21,50,77
80,59,22,14,20,45,82
125,88,40,46,29,71,158
87,94,36,29,41,69,113
199,42,21,11,13,31,159
124,66,25,10,20,50,93
115,76,31,30,35,58,108
83,70,21,10,24,42,89
149,115,42,19,21,83,141
173,139,58,53,65,101,237
145,79,34,27,29,80,125
83,64,26,13,19,45,73
187,109,55,26,26,93,164
93,65,32,28,22,45,104
108,100,26,19,46,63,120
64,27,14,5,11,22,43
156,109,36,26,25,77,128
175,126,46,27,48,101,141
104,98,33,22,47,61,126
135,87,18,12,36,57,114
109,88,32,32,32,68,106
110,67,26,11,15,39,84
82,72,23,20,42,37,72
93,50,23,13,21,51,82
102,70,27,16,40,58,70
107,81,28,43,38,65,132
109,63,27,16,19,39,90
161,110,36,19,39,99,158
149,93,24,20,30,68,119
96,111,36,30,47,66,116
110,90,22,24,28,46,112
47,26,17,14,13,30,52
86,63,24,17,23,43,106
90,39,20,13,11,35,67
173,115,34,31,66,97,138
108,33,26,4,4,31,68
105,58,14,12,18,53,84
150,105,49,30,25,84,152
113,77,24,18,20,45,107
97,71,33,21,25,48,74
130,65,32,21,22,43,118
91,75,25,17,29,51,81
98,71,24,12,22,50,83
271,170,74,51,74,126,249
168,135,45,52,75,101,210
101,70,24,16,30,44,89
130,106,41,31,38,80,140
99,83,20,17,29,42,106
86,49,17,14,19,42,69
129,93,51,24,17,72,121
112,75,18,17,22,53,85
177,116,36,33,53,113,142
137,85,32,22,35,79,139
109,92,26,28,21,60,91
63,42,16,17,25,43,71
135,121,30,56,37,91,133
129,71,25,21,35,76,103
137,52,36,19,16,57,149
91,51,23,20,16,56,78
186,80,45,15,9,87,145
185,73,35,23,27,54,170
90,72,26,15,17,53,66
95,76,33,13,24,53,112
197,82,47,19,23,86,141
127,89,46,28,36,64,130
182,101,47,33,51,68,215
160,126,36,41,48,101,158
65,51,15,6,19,38,60
131,94,42,21,38,89,152
146,80,14,23,31,52,110
130,85,25,23,27,78,123
137,86,32,28,24,50,104
135,91,30,16,26,75,143
136,99,34,31,55,87,146
218,122,42,32,55,53,228
151,101,37,22,45,72,123
131,110,41,36,84,111,178
98,73,17,27,24,65,101
120,76,22,22,20,65,131
83,54,26,24,13,42,87
109,67,29,17,26,51,115
92,74,12,22,36,50,92
144,141,25,45,78,69,156
108,61,19,7,22,55,76
149,135,48,35,68,98,183
188,96,52,27,27,91,166
99,58,17,10,16,49,92
116,88,40,25,26,65,121
55,33,14,8,12,27,48
136,100,32,27,27,61,110
123,81,25,22,27,64,79
81,69,26,23,28,41,91
69,50,19,13,26,30,79
163,115,47,33,39,112,130
234,94,54,32,30,98,153
72,45,20,15,10,36,89
96,61,20,10,24,49,68
111,58,16,22,14,62,107
99,86,26,35,35,53,119
98,45,26,12,8,43,72
106,78,27,29,28,62,106
61,41,15,17,12,25,64
91,58,32,24,21,52,107
100,80,33,24,29,68,117
92,80,32,28,26,51,108
127,78,28,21,26,56,99
91,66,28,26,17,61,109
49,34,17,11,14,28,43
80,72,27,26,28,42,98
93,55,32,21,17,45,74
98,71,28,29,24,60,122
167,76,35,26,22,77,140
97,64,25,21,29,44,80
97,78,20,23,15,55,92
197,45,16,18,15,32,119
82,54,15,12,13,43,70
102,93,22,40,31,54,106
75,39,15,15,12,33,65
61,33,12,18,11,34,61
155,63,25,17,24,34,128
110,63,20,15,21,43,100
111,73,22,19,17,60,80
119,83,30,39,46,82,135
69,39,19,20,7,29,57
88,53,23,17,31,37,88
102,41,25,9,26,36,99
61,45,19,18,8,36,69
145,77,28,21,20,67,125
142,113,37,32,54,98,131
146,70,44,31,15,71,109
234,155,52,31,79,149,211
99,59,21,22,17,51,65
263,92,37,24,28,49,243
161,112,27,22,33,62,133
94,65,21,19,29,49,83
149,76,29,13,16,47,98
100,72,21,16,36,60,85
173,132,24,43,31,93,114
156,88,38,23,31,94,150
118,68,25,18,33,55,100
86,62,27,12,40,53,83
105,73,28,26,33,46,112
138,88,33,37,23,79,120
138,87,34,33,42,68,120
136,73,28,21,18,41,105
235,130,59,39,43,103,199
123,108,22,29,28,67,130
174,74,24,21,29,45,133
155,75,13,19,24,72,130
113,53,39,10,15,53,72
88,59,22,17,28,52,95
149,111,52,31,55,75,161
81,66,28,25,26,53,98
113,64,24,18,14,45,85
111,54,28,13,6,47,78
110,55,32,23,11,50,88
105,59,27,22,17,50,93
100,69,23,32,23,57,103
81,71,32,39,21,55,105
64,38,9,10,23,34,52
117,62,17,12,24,51,86
174,126,50,32,46,105,171
247,86,31,24,37,68,171
117,71,28,18,20,55,97
78,48,16,15,16,40,85
131,120,31,25,63,70,136
94,90,30,27,47,56,120
193,124,66,60,45,118,196
232,197,54,52,73,147,199
150,90,36,34,41,87,153
193,102,62,33,33,92,191
75,72,19,18,29,30,98
71,36,22,16,11,42,64
153,76,27,20,13,65,96
104,80,16,15,33,51,114
241,156,54,28,43,118,181
116,79,39,34,42,62,125
121,45,21,4,15,50,79
97,57,32,16,13,52,68
127,75,31,12,49,76,106
157,107,31,28,42,89,138
41,22,14,6,2,23,34
119,69,28,23,17,54,84
129,64,30,13,6,47,81
144,66,35,20,19,60,119
211,88,28,22,41,67,180
146,93,31,39,24,81,129
104,62,31,15,15,46,73
124,75,17,17,28,54,80
83,69,20,23,36,65,111
100,78,24,15,16,51,82
143,56,25,22,12,51,133
141,84,30,18,26,71,143
142,98,35,22,46,91,116
112,108,41,33,52,67,109
108,91,24,15,21,49,110
113,60,28,8,12,43,79
81,36,17,10,11,36,77
120,86,31,19,15,57,85
125,132,42,23,48,88,137
107,60,36,20,33,62,102
130,106,32,23,45,83,140
68,57,22,7,23,35,67
107,89,30,32,40,56,118
104,76,23,23,41,55,97
112,71,19,27,14,52,85
102,61,20,9,24,52,85
136,86,21,19,44,52,118
140,87,36,30,24,76,124
109,71,21,29,17,60,114
129,91,41,34,28,87,142
94,71,23,21,25,35,87
111,92,12,14,45,47,111
116,86,19,15,31,52,102
118,89,25,30,36,52,111
110,83,27,20,16,60,109
163,84,18,14,14,75,117
131,81,29,15,32,78,94
97,72,28,30,26,56,109
148,72,48,16,11,72,132
168,122,50,52,52,87,178
121,71,33,9,11,60,93
122,39,22,14,18,37,85
177,81,41,13,30,66,157
136,66,20,17,4,59,91
201,165,53,38,45,94,202
153,105,43,30,35,75,109
116,106,52,27,65,69,147
63,42,12,8,11,16,71
93,73,11,26,16,54,109
131,83,23,21,41,52,126
122,122,29,26,51,68,124
123,65,21,16,26,35,114
142,121,31,24,42,79,164
222,104,46,19,25,80,197
97,64,16,13,11,50,80
96,75,21,27,21,51,112
188,110,47,35,49,87,180
126,61,28,9,13,57,79
212,170,44,57,92,113,237
119,88,17,16,39,47,134
168,76,37,15,24,58,133
153,84,32,22,18,69,118
166,102,39,22,28,78,123
101,110,31,35,62,74,118
136,96,39,27,29,52,132
93,61,20,15,33,47,60
121,63,26,22,15,50,100
103,68,22,25,28,55,72
207,146,35,29,67,108,212
63,56,16,14,26,42,68
108,55,19,9,16,51,69
97,71,27,34,36,62,91
108,45,28,10,12,54,65
116,103,33,27,36,63,105
129,108,23,29,32,69,122
115,81,27,19,21,56,88
84,84,22,23,34,55,101
244,179,65,55,47,121,241
179,91,57,26,40,99,148
82,65,29,27,36,50,95
77,55,17,13,12,47,60
93,75,21,25,43,55,97
202,145,37,20,48,98,155
144,107,31,31,38,80,120
100,70,17,14,9,44,78
151,88,49,24,17,89,137
107,72,24,20,27,56,92
163,133,23,30,59,92,133
116,75,37,21,28,52,83
259,147,60,36,79,80,248
107,63,22,17,11,51,86
112,62,27,9,24,63,89
88,56,17,10,27,36,68
134,91,21,29,37,70,117
172,123,22,24,28,86,149
187,128,46,31,44,111,179
90,69,18,21,20,45,86
91,84,29,21,34,57,103
102,50,21,8,15,55,72
107,60,26,9,14,54,62
167,126,31,40,59,73,162
93,66,26,20,19,44,71
94,101,38,29,62,72,122
128,92,34,24,46,81,103
88,55,28,18,21,50,84
155,105,30,18,28,80,123
103,57,28,23,16,46,84
79,27,20,11,8,29,72
102,78,29,11,37,71,108
159,114,38,39,44,100,171
82,50,24,24,16,40,68
78,47,27,13,30,45,61
106,48,18,18,10,45,80
157,118,21,29,49,81,183
75,72,28,28,37,45,98
82,59,21,19,29,46,70
118,59,20,10,18,50,78
197,74,32,21,23,60,151
97,93,44,23,34,55,105
28,23,10,6,11,18,31
126,70,32,24,15,62,112
162,116,64,39,52,108,168
85,48,31,27,6,43,83
120,72,23,13,25,48,99
91,75,33,15,20,43,102
110,72,31,17,37,66,105
111,72,7,19,36,48,108
89,61,13,12,16,44,80
118,77,24,22,26,62,111
123,86,34,23,30,71,84
98,62,23,24,24,53,85
169,140,34,34,67,85,171
99,85,17,13,31,52,91
142,61,25,15,11,47,97
101,58,24,22,13,57,58
101,69,26,31,20,51,89
212,69,27,20,32,46,180
110,64,21,22,27,51,104
158,88,26,32,22,84,104
87,79,24,25,34,51,90
146,88,20,31,35,80,112
117,74,27,18,27,49,89
140,83,36,21,21,64,120
94,81,31,23,33,54,104
157,109,28,29,66,87,156
90,85,17,21,62,50,105
246,154,70,43,83,143,234
66,39,28,22,20,27,76
126,63,26,10,16,62,92
240,87,41,28,34,65,204
105,77,34,19,23,61,83
83,39,27,16,14,39,81
109,86,21,12,25,30,97
222,143,49,32,61,71,217
83,62,30,11,21,51,71
97,55,29,14,24,54,66
162,78,33,16,27,66,129
126,96,27,27,29,79,134
72,65,24,22,30,44,75
140,103,31,17,28,84,102
86,53,16,16,27,51,74
209,127,58,30,63,126,172
129,71,29,24,10,54,102
110,69,30,31,33,59,85
175,125,44,29,29,94,157
116,55,24,24,5,58,107
191,114,46,33,53,116,167
69,67,19,23,41,44,82
55,38,24,19,20,40,62
130,132,48,43,72,78,156
100,51,19,8,16,32,92
255,171,57,62,60,134,257
74,44,23,17,14,32,62
79,63,27,14,32,41,69
110,71,17,26,18,54,80
106,70,31,19,32,53,87
133,59,12,18,16,52,73
123,65,20,14,40,51,99
247,165,46,46,57,138,173
96,57,31,18,11,54,73
139,74,22,18,28,52,111
151,97,44,21,31,79,136
170,67,28,13,11,67,127
104,73,29,25,15,49,81
134,78,29,27,21,69,114
86,72,27,21,23,47,83
116,52,27,19,7,62,82
47,36,9,11,19,26,43
87,50,15,17,15,46,80
149,81,29,20,15,79,108
149,92,17,24,37,77,124
104,91,24,24,47,54,109
102,57,24,9,37,54,77
160,126,33,18,37,101,114
140,98,36,29,32,71,120
131,83,32,17,42,56,125
106,78,34,25,34,50,120
155,71,37,21,8,78,140
770,536,190,115,241,389,641
116,97,7,17,47,55,112
110,52,22,18,13,51,64
153,85,45,25,22,70,124
198,125,37,35,40,96,145
141,100,47,27,31,84,106
107,53,25,20,19,44,91
93,73,18,22,33,60,102
110,63,19,13,22,53,96
97,65,26,25,47,46,100
86,72,16,11,31,46,81
144,85,31,22,24,58,122
163,58,31,17,17,75,120
101,75,24,14,34,55,89
78,58,21,9,31,31,84
108,43,22,16,12,35,82
153,114,39,28,43,95,163
86,83,22,16,32,48,78
114,82,25,14,22,67,104
246,156,59,30,54,113,253
146,113,29,33,33,82,114
128,56,33,9,15,55,104
78,53,19,20,13,38,72
127,65,25,21,23,52,85
129,90,33,29,46,65,136
161,91,42,24,32,70,135
89,74,29,25,33,48,109
197,173,54,40,71,103,173
89,58,31,17,20,44,67
166,62,38,17,21,50,153
255,235,73,60,87,158,300
79,57,15,19,18,35,62
191,117,36,32,55,89,206
67,56,17,14,22,41,66
115,116,25,24,60,57,140
170,110,34,29,41,78,185
93,89,20,22,40,50,127
164,127,33,30,46,86,142
173,86,38,27,27,68,202
124,85,20,24,32,71,79
140,74,17,17,15,67,113
165,129,40,41,71,112,149
120,61,23,14,11,44,92
125,65,36,21,23,71,84
90,62,17,15,30,62,84
152,70,41,13,6,63,132
122,110,34,31,49,81,134
107,61,11,18,19,50,113
125,85,20,23,25,59,107
145,123,44,51,69,85,142
54,36,8,8,16,19,44
147,101,40,38,41,70,128
82,52,21,31,19,35,88
146,87,27,20,29,70,120
186,120,47,28,50,74,159
123,94,25,28,41,62,112
103,64,22,22,20,46,89
213,144,66,50,56,125,180
135,74,39,30,25,66,101
141,105,20,18,33,63,103
103,55,25,9,16,61,83
283,140,56,32,52,95,298
101,59,29,14,21,44,100
167,108,65,27,50,95,183
198,108,56,33,58,65,152
113,69,31,27,19,65,110
75,60,19,21,28,32,60
155,62,25,23,37,46,138
139,135,45,43,73,97,162
131,73,30,18,36,57,77
93,74,21,24,35,49,98
89,52,26,17,27,49,65
136,78,30,15,15,62,91
146,134,45,25,78,98,154
182,122,32,27,45,90,141
105,51,25,17,19,42,105
160,120,51,37,36,93,196
104,81,24,28,56,57,110
127,96,23,21,32,58,115
125,97,38,31,55,59,124
140,98,36,35,37,80,155
83,53,27,18,17,49,86
196,60,36,29,12,44,189
150,130,48,31,49,83,178
100,70,22,15,33,50,69
202,72,34,29,20,63,204
79,49,16,18,10,44,62
133,87,25,26,39,66,141
118,83,21,23,38,61,99
142,80,24,26,40,79,101
92,73,25,25,34,46,96
123,77,34,31,26,67,111
114,74,23,11,24,43,91
78,43,12,14,24,34,69
169,85,30,25,27,70,134
99,54,25,13,24,62,78
118,99,27,24,38,51,133
86,69,24,15,15,39,90
240,207,69,57,72,124,283
137,71,22,14,17,59,93
135,81,25,21,40,65,110
82,69,26,27,31,40,97
146,99,43,37,56,80,153
235,84,68,27,20,107,168
96,72,18,11,25,61,85
89,73,25,21,45,56,87
231,126,41,25,74,97,252
127,70,29,26,39,50,119
129,100,26,21,33,80,108
113,69,15,10,23,40,91
114,71,30,24,23,50,105
113,61,26,15,14,45,87
95,57,24,17,8,48,106
157,106,39,30,34,65,141
130,81,33,18,37,74,145
153,70,35,21,22,71,124
138,91,35,25,32,77,102
128,83,28,14,28,50,115
159,86,43,16,37,80,132
112,73,33,25,33,65,87
107,52,27,19,14,46,87
199,140,52,37,51,131,198
77,43,18,20,18,33,45
195,115,41,25,33,96,157
95,64,27,15,22,46,81
106,56,31,14,15,51,87
195,101,41,17,21,78,139
84,68,14,26,31,57,107
110,71,20,25,15,47,76
136,79,21,22,42,57,123
116,77,32,22,23,58,119
71,41,12,13,18,41,64
47,49,11,15,24,28,64
83,72,23,16,45,48,75
73,75,15,20,34,50,82
98,63,18,20,24,46,95
100,73,13,19,30,46,129
136,92,35,18,27,46,140
105,78,25,19,19,51,89
98,67,26,20,34,48,88
120,114,22,20,42,75,125
139,88,42,38,45,64,119
91,70,19,8,20,49,88
258,107,53,31,35,82,182
98,85,17,28,28,52,88
93,61,26,17,12,59,73
105,79,25,16,34,47,99
164,87,31,29,34,83,150
76,53,20,14,16,45,72
110,81,28,27,33,52,111
141,106,32,26,38,61,143
139,71,40,22,20,79,103
51,39,13,16,24,32,54
124,80,20,15,23,60,108
71,46,15,9,19,31,59
119,70,28,21,20,61,95
108,76,23,16,35,52,85
112,86,31,24,40,61,83
137,99,31,28,39,73,159
118,90,18,30,31,54,122
111,69,27,17,28,35,121
92,84,22,33,31,38,103
190,171,33,40,94,96,220
113,67,23,16,26,52,85
92,80,18,28,34,50,91
172,148,40,34,63,85,183
122,57,25,7,18,51,91
106,66,28,18,20,50,111
118,86,25,23,23,56,133
132,108,27,31,62,77,134
140,83,41,20,25,60,137
131,116,30,23,26,58,122
96,89,31,34,35,55,107
195,129,40,27,60,96,165
182,93,39,26,19,74,120
121,102,25,27,52,77,142
126,125,63,37,64,79,152
68,58,22,15,34,43,81
111,57,32,14,10,50,82
94,64,28,14,34,46,71
84,54,19,19,19,33,77
127,75,30,29,25,68,124
162,90,30,18,31,88,124
338,255,90,84,124,216,373
95,74,20,20,27,47,85
160,72,30,18,33,63,114
74,43,21,16,20,21,58
87,77,34,23,42,55,91
98,70,22,25,28,42,83
257,116,86,35,20,131,166
198,73,36,32,31,60,177
97,52,20,10,19,43,81
98,87,25,17,45,72,90
94,73,26,23,25,43,87
113,68,25,17,23,54,97
98,59,33,17,14,56,71
204,132,38,40,38,96,206
186,103,64,40,29,83,162
249,134,87,45,61,141,248
121,78,37,16,15,53,109
192,107,39,35,39,90,163
118,63,28,16,12,58,89
180,72,41,18,13,67,118
69,38,20,17,11,28,58
162,71,21,21,13,79,103
155,79,38,19,11,62,125
143,69,36,20,14,48,124
234,145,38,31,50,133,205
85,67,29,21,24,38,89
87,62,32,10,15,44,71
104,49,32,18,12,49,84
116,60,30,15,27,57,82
83,51,22,20,9,42,89
550,128,82,49,48,84,441
90,59,24,22,27,46,83
92,67,29,26,19,49,87
159,106,48,19,22,79,154
301,185,85,49,46,143,243
112,69,24,24,31,66,102
150,80,37,22,29,78,119
178,78,32,18,31,69,143
156,70,45,23,22,73,145
209,90,27,22,41,59,192
97,56,24,10,21,61,74
151,116,38,28,53,88,157
80,60,22,13,13,28,70
139,101,18,20,22,65,125
85,54,19,19,28,44,83
112,78,20,14,19,50,94
279,114,67,33,46,104,280
139,65,22,14,17,52,102
114,67,24,20,30,48,113
193,79,46,27,33,72,167
196,99,45,25,30,107,112
60,52,20,22,15,36,55
113,68,22,22,25,56,117
162,99,32,31,26,88,168
144,102,32,31,39,81,126
143,111,42,27,47,73,166
219,187,87,41,96,137,274
112,81,27,18,27,52,104
110,89,28,19,35,61,108
141,84,42,20,33,79,133
118,56,30,12,25,64,78
135,90,24,24,24,41,121
97,73,35,18,37,50,81
104,74,21,23,27,47,97
185,144,38,34,67,109,212
136,93,35,30,34,54,113
112,80,42,36,35,73,107
100,78,31,29,33,52,86
133,108,26,28,44,70,136
140,107,24,37,35,72,148
120,106,32,32,42,59,123
150,105,42,37,52,85,175
127,92,28,23,48,55,120
95,50,38,18,7,48,96
153,68,27,14,24,48,120
106,100,35,47,48,65,142
134,107,35,23,29,79,150
94,65,24,13,15,52,68
92,73,21,15,22,41,70
122,57,39,18,11,43,114
105,57,34,16,14,54,63
118,100,26,28,38,61,118
93,68,20,18,30,33,103
108,76,14,19,34,59,107
71,61,20,8,32,35,67
158,51,23,18,18,54,124
144,120,37,30,37,77,129
142,109,32,17,46,79,119
72,48,25,24,16,38,76
90,69,24,18,32,53,103
213,80,29,36,34,65,209
96,69,22,28,27,52,65
132,64,27,25,20,46,114
230,96,49,33,18,109,186
176,99,56,31,20,86,186
146,66,28,21,17,60,112
182,86,27,16,14,54,139
122,76,19,21,33,41,123
184,69,41,27,23,85,129
118,80,19,21,27,53,97
107,82,29,24,41,60,103
62,48,22,7,19,31,55
85,59,24,19,27,42,78
141,96,40,27,29,71,109
184,125,46,20,43,99,190
68,60,13,19,16,35,73
134,106,23,30,46,83,126
121,81,34,16,25,70,109
126,97,37,23,44,81,113
154,79,29,19,28,77,131
90,57,22,24,28,44,87
104,70,27,16,27,44,102
101,60,23,18,24,34,108
132,115,48,37,55,75,126
123,58,28,6,12,45,69
70,43,23,10,13,32,79
98,67,20,15,21,41,95
78,66,28,22,35,49,68
123,73,40,21,21,74,116
116,82,37,34,30,72,106
125,93,31,23,29,57,107
73,51,12,13,19,35,64
184,98,49,27,16,74,148
144,105,35,33,42,74,95
144,82,27,21,49,75,127
123,83,26,22,34,58,94
117,59,16,10,25,54,76
103,51,39,24,16,53,86
112,54,23,18,14,44,85
147,72,43,24,30,63,124
215,92,44,28,37,76,178
124,83,31,18,28,61,123
89,54,26,11,29,60,63
114,97,23,25,45,75,98
105,86,28,19,45,57,118
173,71,34,19,12,58,152
126,130,44,24,58,72,133
114,76,28,23,18,52,96
133,90,50,28,44,63,106
117,78,25,21,40,64,102
96,75,20,26,33,51,83
111,75,33,15,20,52,98
95,63,25,14,21,44,94
176,104,41,30,36,87,136
96,77,34,24,23,57,86
742,897,271,256,572,546,1185
120,62,18,17,16,54,68
108,60,27,22,14,49,76
158,69,37,35,44,50,173
15,5,3,2,2,4,16
57,40,11,12,20,27,56
60,52,23,20,17,44,66
86,45,25,24,20,36,76
174,95,42,33,22,92,159
110,66,23,14,21,51,93
134,87,40,23,32,63,95
126,99,33,19,44,83,139
112,101,32,31,32,68,113
111,70,31,23,16,62,117
170,139,34,41,59,63,165
137,88,32,19,35,71,109
135,89,31,33,45,85,145
103,64,21,17,31,48,84
229,133,44,30,30,119,219
105,90,30,21,30,56,124
159,96,61,34,24,79,149
118,67,25,6,18,51,83
124,74,45,16,30,72,150
141,101,49,27,28,67,166
146,101,54,49,40,96,175
105,62,29,19,22,64,82
162,89,55,17,6,94,125
210,91,65,24,18,99,144
135,55,22,16,6,59,129
145,104,32,22,49,82,146
114,83,30,15,20,64,101
133,81,20,17,23,62,100
83,53,14,20,14,48,88
211,86,29,16,25,74,175
90,66,27,23,23,56,70
116,73,28,15,32,51,118
191,120,58,28,43,100,174
96,75,29,27,36,54,111
123,54,19,11,12,55,81
91,63,18,15,30,34,92
203,114,51,27,44,69,199
95,70,32,15,24,48,80
134,70,59,22,12,66,113
116,83,45,20,22,74,144
103,106,27,31,31,58,111
104,55,18,8,17,47,99
103,74,34,16,34,50,89
134,102,25,23,28,68,134
113,91,28,25,29,60,94
186,70,35,14,17,72,152
80,74,17,19,29,54,86
108,84,29,20,26,55,111
110,51,26,28,23,52,115
92,64,30,14,21,56,75
199,125,53,39,52,99,219
99,66,17,12,27,55,75
95,73,21,18,25,57,91
83,56,27,19,17,46,97
116,70,23,16,31,43,112
106,62,23,15,31,51,69
138,88,20,25,40,56,115
196,110,68,33,34,108,162
139,64,32,12,11,39,109
122,62,29,20,25,53,91
83,70,29,25,15,48,64
92,60,6,6,26,33,81
109,82,24,17,29,72,105
116,73,27,14,11,48,103
137,107,45,38,62,88,142
142,98,27,20,35,66,128
96,64,18,17,22,44,97
141,70,30,26,21,49,138
91,75,12,10,31,56,86
119,71,26,15,30,64,93
148,99,39,29,29,91,155
114,68,24,16,19,57,84
155,85,42,33,29,88,155
107,55,40,15,15,46,109
116,61,22,7,10,57,85
201,148,59,34,69,109,201
127,101,48,39,40,84,138
104,78,26,17,54,43,130
103,71,25,16,24,50,75
91,50,28,19,15,48,72
140,95,27,21,40,67,119
118,65,32,22,18,64,107
184,103,28,20,30,86,141
176,100,43,38,43,100,159
71,52,9,17,18,37,72
101,69,22,17,14,48,92
116,83,25,23,30,60,94
89,62,16,15,19,45,71
181,178,57,55,106,113,225
144,87,46,34,42,72,138
209,117,56,38,37,107,175
120,69,25,22,18,56,99
147,76,46,23,16,81,126
271,167,70,57,25,145,289
100,76,29,19,24,45,89
107,66,20,22,27,53,88
99,77,20,21,19,46,108
116,93,23,20,28,52,122
226,144,76,38,50,123,190
73,42,21,18,13,37,73
137,96,12,21,30,72,114
121,48,26,16,16,59,56
95,89,25,24,31,55,115
132,72,26,14,24,55,110
102,84,20,25,43,52,112
140,94,35,26,26,72,136
150,106,50,29,44,90,160
49,20,11,7,7,20,41
69,58,16,19,21,38,71
135,84,28,16,23,58,110
69,40,14,15,24,37,54
123,94,28,22,27,61,120
124,113,17,20,35,67,113
125,84,26,13,30,69,103
129,108,28,35,51,65,145
141,124,38,41,53,95,158
138,93,57,25,38,76,148
114,58,22,25,31,49,120
130,102,26,36,50,67,137
72,43,22,11,11,31,66
103,80,29,23,34,66,123
86,60,20,35,21,43,88
143,87,20,23,29,68,114
188,101,52,30,39,89,157
96,70,30,23,16,49,66
128,89,37,29,22,70,100
159,108,32,38,34,63,119
93,70,20,12,30,51,78
89,76,25,26,46,60,85
135,85,28,38,41,64,131
135,88,36,31,27,67,132
126,57,29,15,12,51,88
86,74,25,22,27,55,84
